"IS_ENTITY","ID_SENT","ID_WORD","TOKEN","POS_UNI","POS","NER","COMPOUND","COMPOUND_SIZE","ID_TERM_TXT","ID_TERM_IMG","TOT_IMG","TOT_CV_LOC","TOT_CV_ORG","TOT_CV_PER","DIST_CV_I","PL_CV_I","CV_KLASS","TOT_RESULTS_TX","TOT_TX_LOC","TOT_TX_ORG","TOT_TX_PER","TOT_ERR_TRANS","DIST_TX_I","TX_KLASS","HORUS_KLASS","STANFORD_NER","HORUS_KLASS1","HORUS_KLASS2"
"-1","1","1","paris hilton","","","NONE","1","2","63","64","10","3","0","7","4","-36","10","PER","10","0","5","45","0.0","40","10","PER","0","0","0","0","0","0","0","0","0","PER","PER","PER","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","1","paris","PROPN","NNP","NONE","0","0","59","60","10","6","0","0","6","10","10","LOC","10","4","16","30","0.0","14","10","PER","0","0","0","0","0","0","0","0","0","LOC","LOC","LOC","PER","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","2","hilton","PROPN","NNP","NONE","0","0","61","62","10","7","1","0","6","32","10","LOC","10","14","33","3","0.0","19","10","ORG","0","0","0","0","0","0","0","0","0","LOC","LOC","LOC","PER","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","3","was","VERB","VBD","NONE","0","0","0","0","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","4","once","ADV","RB","NONE","0","0","0","0","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","5","the","DET","DT","NONE","0","0","0","0","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","6","toast","NOUN","NN","NONE","0","0","2277","2278","10","7","0","0","7","26","10","LOC","10","7","18","25","0.0","7","10","PER","0","0","0","0","0","0","0","0","0","LOC","LOC","LOC","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","7","of","ADP","IN","NONE","0","0","0","0","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","8","the","DET","DT","NONE","0","0","0","0","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","NONE","0","0","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
"-1","1","9","town","NOUN","NN","NONE","0","0","2279","2280","10","7","0","0","7","38","10","LOC","10","45","3","2","0.0","42","10","LOC","0","0","0","0","0","0","0","0","0","LOC","LOC","LOC","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE"
