"IS_ENTITY?","ID_SENT","ID_WORD","WORD/TERM","POS_UNI","POS","NER","COMPOUND","COMPOUND_SIZE","ID_TERM_TXT","ID_TERM_IMG","TOT_IMG","TOT_CV_LOC","TOT_CV_ORG","TOT_CV_PER","DIST_CV_I","PL_CV_I","CV_KLASS","TOT_RESULTS_TX","TOT_TX_LOC","TOT_TX_ORG","TOT_TX_PER","TOT_ERR_TRANS","DIST_TX_I","TX_KLASS","HORUS_KLASS","STANFORD_NER"
"-1","1","1","老 百 姓 心 新 乡 新 闻 网 话 说 这 几 天 新 乡 天 气 还 好 吧 偷 笑","","","","1","23","18360","18361","0","0","0","0","0","0","LOC","10","0","48","2","0.0","46","ORG","ORG"
"-1","1","1","老","ADJ","JJ","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ORG"
"-1","1","2","百","NOUN","NNP","O","0","0","18362","18363","10","3","2","1","1","-38","LOC","10","6","39","5","0.0","33","ORG","ORG"
"-1","1","3","姓","NOUN","NNP","O","0","0","18364","18365","10","1","6","1","5","-86","ORG","10","6","14","30","0.0","16","PER","ORG"
"-1","1","4","心","NOUN","NNP","O","0","0","18366","18367","10","0","6","0","6","-84","ORG","10","2","35","13","0.0","22","ORG","ORG"
"-1","1","5","新","NOUN","NNP","O","0","0","18368","18369","10","2","1","3","1","-52","PER","10","0","46","4","0.0","42","ORG","ORG"
"-1","1","6","乡","NOUN","NNP","O","0","0","18370","18371","10","7","1","0","6","22","LOC","10","18","19","13","0.0","1","ORG","ORG"
"-1","1","7","新","NOUN","NNP","O","0","0","18368","18369","10","2","1","3","1","-44","PER","10","0","46","4","0.0","42","ORG","ORG"
"-1","1","8","闻","NOUN","NNP","O","0","0","18372","18373","10","1","1","4","3","-66","PER","10","11","32","7","0.0","21","ORG","ORG"
"-1","1","9","网","NOUN","NNP","O","0","0","18374","18375","10","2","2","1","0","-60","LOC","10","5","42","3","0.0","37","ORG","ORG"
"-1","1","10","话","NOUN","NNP","O","0","0","18376","18377","10","3","2","2","1","-40","LOC","10","11","32","7","0.0","21","ORG","ORG"
"-1","1","11","说","NOUN","NNP","O","0","0","18378","18379","10","1","1","2","1","-56","PER","10","3","33","14","0.0","19","ORG","ORG"
"-1","1","12","这","NOUN","NNP","O","0","0","18380","18381","10","4","0","2","2","-28","LOC","10","4","21","25","0.0","4","PER","ORG"
"-1","1","13","几","NOUN","NNP","O","0","0","18382","18383","10","4","1","0","3","-22","LOC","10","6","28","16","0.0","12","ORG","ORG"
"-1","1","14","天","NOUN","NNP","O","0","0","18384","18385","10","3","2","3","0","-32","LOC","10","3","43","4","0.0","39","ORG","ORG"
"-1","1","15","新","NOUN","NNP","O","0","0","18368","18369","10","2","1","3","1","-44","PER","10","0","46","4","0.0","42","ORG","ORG"
"-1","1","16","乡","NOUN","NNP","O","0","0","18370","18371","10","7","1","0","6","22","LOC","10","18","19","13","0.0","1","ORG","ORG"
"-1","1","17","天","NOUN","NNP","O","0","0","18384","18385","10","3","2","3","0","-26","LOC","10","3","43","4","0.0","39","ORG","ORG"
"-1","1","18","气","NOUN","NNP","O","0","0","18386","18387","10","4","2","0","2","-20","LOC","10","12","18","20","0.0","2","PER","ORG"
"-1","1","19","还","NOUN","NNP","O","0","0","18388","18389","10","2","0","9","7","-50","PER","10","3","19","28","0.0","9","PER","ORG"
"-1","1","20","好","NOUN","NNP","O","0","0","18390","18391","10","1","4","2","2","-78","ORG","10","7","41","2","0.0","34","ORG","ORG"
"-1","1","21","吧","NOUN","NNP","O","0","0","18392","18393","10","3","1","1","2","-22","LOC","10","9","32","9","0.0","23","ORG","ORG"
"-1","1","22","偷","NOUN","NNP","O","0","0","18394","18395","10","2","0","0","2","-40","LOC","10","3","28","19","0.0","9","ORG","ORG"
"-1","1","23","笑","NOUN","NN","O","0","0","18396","18397","10","0","5","2","3","-84","ORG","10","0","17","33","0.0","16","PER","ORG"
