1,3,1,Pxleyes,B-company,97,98,10,0,1,1,0,0,ORG,10,0,2,8,0.0,6,PER
0,3,2,Top,O,0,0,0,0,0,0,0,0
0,3,3,50,O,0,0,0,0,0,0,0,0
0,3,4,Photography,O,0,0,0,0,0,0,0,0
0,3,5,Contest,O,0,0,0,0,0,0,0,0
0,3,6,Pictures,O,0,0,0,0,0,0,0,0
0,3,7,of,O,0,0,0,0,0,0,0,0
0,3,8,August,O,0,0,0,0,0,0,0,0
0,3,9,2010,O,0,0,0,0,0,0,0,0
0,3,10,...,O,0,0,0,0,0,0,0,0
0,3,11,http://bit.ly/bgCyZ0,O,0,0,0,0,0,0,0,0
0,3,12,#photography,O,0,0,0,0,0,0,0,0
1,5,1,4Dbling,B-person,99,100,10,1,0,1,0,0,LOC,10,0,1,9,0.0,8,PER
0,5,2,s,O,0,0,0,0,0,0,0,0
0,5,3,place,O,0,0,0,0,0,0,0,0
0,5,4,til,O,0,0,0,0,0,0,0,0
0,5,5,monday,O,0,0,0,0,0,0,0,0
0,5,6,",",O,0,0,0,0,0,0,0,0
0,5,7,party,O,0,0,0,0,0,0,0,0
0,5,8,party,O,0,0,0,0,0,0,0,0
0,5,9,party,O,0,0,0,0,0,0,0,0
0,5,10,0,O,0,0,0,0,0,0,0,0
0,5,11,&lt;,O,0,0,0,0,0,0,0,0
0,5,12,3,O,0,0,0,0,0,0,0,0
0,16,1,RT,O,0,0,0,0,0,0,0,0
0,16,2,@midgetmegs,O,0,0,0,0,0,0,0,0
0,16,3,:,O,0,0,0,0,0,0,0,0
0,16,4,hate,O,0,0,0,0,0,0,0,0
0,16,5,people,O,0,0,0,0,0,0,0,0
0,16,6,who,O,0,0,0,0,0,0,0,0
0,16,7,write,O,0,0,0,0,0,0,0,0
0,16,8,drunk,O,0,0,0,0,0,0,0,0
0,16,9,status'.,O,0,0,0,0,0,0,0,0
0,16,10,must,O,0,0,0,0,0,0,0,0
0,16,11,be,O,0,0,0,0,0,0,0,0
0,16,12,having,O,0,0,0,0,0,0,0,0
0,16,13,a,O,0,0,0,0,0,0,0,0
0,16,14,great,O,0,0,0,0,0,0,0,0
0,16,15,time,O,0,0,0,0,0,0,0,0
0,16,16,if,O,0,0,0,0,0,0,0,0
0,16,17,your,O,0,0,0,0,0,0,0,0
0,16,18,sat,O,0,0,0,0,0,0,0,0
0,16,19,writing,O,0,0,0,0,0,0,0,0
0,16,20,it,O,0,0,0,0,0,0,0,0
0,16,21,on,O,0,0,0,0,0,0,0,0
1,16,22,facebook,B-company,101,102,10,0,7,0,7,0,ORG,10,0,6,4,0.0,2,ORG
0,16,23,.....,O,0,0,0,0,0,0,0,0
1,22,1,MetroPCS,B-company,103,104,10,2,1,0,1,0,LOC,10,0,10,0,0.0,10,ORG
0,22,2,has,O,0,0,0,0,0,0,0,0
0,22,3,the,O,0,0,0,0,0,0,0,0
0,22,4,worst,O,0,0,0,0,0,0,0,0
0,22,5,customer,O,0,0,0,0,0,0,0,0
0,22,6,service,O,0,0,0,0,0,0,0,0
0,22,7,I,O,0,0,0,0,0,0,0,0
0,22,8,ve,O,0,0,0,0,0,0,0,0
0,22,9,experienced,O,0,0,0,0,0,0,0,0
0,22,10,in,O,0,0,0,0,0,0,0,0
0,22,11,months,O,0,0,0,0,0,0,0,0
0,22,12,(,O,0,0,0,0,0,0,0,0
0,22,13,trying,O,0,0,0,0,0,0,0,0
0,22,14,to,O,0,0,0,0,0,0,0,0
0,22,15,help,O,0,0,0,0,0,0,0,0
0,22,16,someone,O,0,0,0,0,0,0,0,0
0,22,17,order,O,0,0,0,0,0,0,0,0
0,22,18,a,O,0,0,0,0,0,0,0,0
0,22,19,phone,O,0,0,0,0,0,0,0,0
0,22,20,),O,0,0,0,0,0,0,0,0
0,22,21,#metropcs,O,0,0,0,0,0,0,0,0
0,22,22,#fail,O,0,0,0,0,0,0,0,0
0,32,1,Cant,O,0,0,0,0,0,0,0,0
0,32,2,wait,O,0,0,0,0,0,0,0,0
0,32,3,for,O,0,0,0,0,0,0,0,0
0,32,4,the,O,0,0,0,0,0,0,0,0
0,32,5,ravens,B-sportsteam,0,0,0,0,0,0,0,0
0,32,6,game,O,0,0,0,0,0,0,0,0
0,32,7,tomorrow,O,0,0,0,0,0,0,0,0
0,32,8,....,O,0,0,0,0,0,0,0,0
0,32,9,go,O,0,0,0,0,0,0,0,0
1,32,10,ray,B-person,105,106,10,1,0,2,1,0,PER,10,1,4,5,0.0,1,PER
1,32,11,rice,I-person,107,108,10,2,3,0,1,0,ORG,10,3,3,4,0.0,1,PER
1,32,11,ray rice ,I-person,109,110,10,0,0,8,8,0,PER,10,0,0,10,0.0,10,PER
0,32,12,!!!!!!!,O,0,0,0,0,0,0,0,0
0,33,1,I,O,0,0,0,0,0,0,0,0
0,33,2,just,O,0,0,0,0,0,0,0,0
0,33,3,took,O,0,0,0,0,0,0,0,0
0,33,4,"""",O,0,0,0,0,0,0,0,0
0,33,5,When,O,0,0,0,0,0,0,0,0
0,33,6,your,O,0,0,0,0,0,0,0,0
0,33,7,mom,O,0,0,0,0,0,0,0,0
